	id	advertiser_type	advertiser_id	price	price_min	price_max	features	property_type	bathrooms	bedrooms	carspaces	region	suburb	postcode	address	latitude	longitude	headline	description	labels	listingSlug
10	2015659121	Agency	25866	$550,000	550000		['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'SecureParking', 'Dishwasher', 'Study', 'Shed', 'FullyFenced']	House	2.0	5.0	4	Northern Victoria	COHUNA	3568	71 Roviras Road, Cohuna	-35.80914	144.205963	Absolutely Stunning  Not a thing to do!	"<b></b><br />Have you been thinking of upgrading to that next level? This beautifully designed and finished home has been nothing short of loved by the current owners. 

Completely finished, the property has an abundance on offer. 

The house: 
* ..."	[]	71-roviras-road-cohuna-vic-3568-2015659121
11	2015884188	Agency	5797	NA	NA	NA	['BuiltInWardrobes', 'Floorboards', 'SecureParking', 'Bath', 'Heating']	House	2.0	3.0	4	Melbourne Region	BELL PARK	3215	96 McClelland Street, Bell Park	-38.10892	144.337921	Renovated and Ready to Go!	<b></b><br />Set on a generous allotment of 603sqm approx. of land is this exceptional fully renovated and pristine brick veneer home that will impress the most astute purchaser. Comprising three large bedrooms all with built-in robes and serviced by a...	['Auction Sat 14 Dec']	96-mcclelland-street-bell-park-vic-3215-2015884188
12	2015900137	Agency	8682	$530,000 - $570,000	530000	570000	['Ensuite', 'SecureParking', 'Heating', 'Dishwasher']	House	2.0	3.0	3	Melbourne Region	CRANBOURNE NORTH	3977	16 Lobelia Court, Cranbourne North	-38.0722351	145.2731	Private Court Location on approx 763sqm block	<b></b><br />This fabulous home with 3 separate living zones of grand proportions is situated in a highly sought after pocket of Cranbourne North and is within walking distance to multiple schools, shopping centers, public transport and the homemakers ...	['Under offer']	16-lobelia-court-cranbourne-north-vic-3977-2015900137
13	2015921768	Agency	32610	$530,000 to $550,000	530000	550000	['Ensuite', 'SecureParking', 'Furnished', 'Heating', 'Dishwasher']	House	2.0	4.0	4	Melbourne Region	WERRIBEE	3030	14 Otago Grove, Werribee	-37.9101	144.607742	Brand New 4 Bedroom Family Home in the desirable Harpley Estate	"<b></b><br />Brand New 4 Bedroom Family Home in the sought after Harpley Estate.
This light-filled home is ideally located to nearby parks. The future town centre, future government primary school and future high school are all within walking distance..."	[]	14-otago-grove-werribee-vic-3030-2015921768
14	2015733468	Agency	23850	$530,000 - $575,000	530000	575000	['Ensuite']	House	2.0	4.0	3	South Western Victoria	CANADIAN	3350	16 Rattray Court, Canadian	-37.574337	143.8871	STUNNING HOME WITH FANTASTIC OUTDOOR ENTERTAINING	<b></b><br />This impressive home offers beautiful style and quality throughout its great living spaces, further enhanced by the exceptional outdoor entertaining area.  Situated in a family friendly cul-de-sac on the Melbourne side of town, within minu...	[]	16-rattray-court-canadian-vic-3350-2015733468
15	2015880949	Agency	18278	$515,000 - $565,000	515000	565000	['AirConditioning', 'Ensuite', 'SecureParking', 'Heating', 'Dishwasher']	House	2.0	5.0	4	Melbourne Region	PAKENHAM	3810	1 Albert Circuit, Pakenham	-38.05621	145.512558	The Perfect Starter for a Family Home, Large block & Side access	<b></b><br />Welcome to Cardinia Lakes, this ample family home is the ideal property to invest in whether you're hunting for that first family home or looking to set yourself up with the lands great size of 746m2. Boasting side access and being an extr...	[]	1-albert-circuit-pakenham-vic-3810-2015880949
16	2015878703	Agency	12373	NA	NA	NA	['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'SecureParking', 'Heating']	House	2.0	4.0	3	Northern Victoria	SUNBURY	3429	7 Cumberland Chase, Sunbury	-37.5787163	144.7202	Family Comfort  Magnificent Location !!	<b></b><br />WOW!! Watch our Video First !!      The instructions are to sell this family home by the executors!  Opportunity knocks to secure a beautifully presented home in desirable location only minutes to all the amenities this high growth area ha...	['Under offer']	7-cumberland-chase-sunbury-vic-3429-2015878703
17	2015885065	Agency	4585	$499,000 - $519,000	499000	519000	['AirConditioning', 'Ensuite', 'Gas', 'SecureParking', 'Heating', 'Shed']	House	2.0	4.0	6	Melbourne Region	MELTON WEST	3337	88 Westlake Drive, Melton West	-37.6762657	144.5441	BIG BOYS TOYS	<b></b><br />Here is an opportunity for buyers looking for value space and location with a few extra features that are often on your wish list. With a combination of Double garage with remote, a huge 6m x 9m x 3m workshop, 6m x 6m carport/pergola, ther...	['Under offer']	88-westlake-drive-melton-west-vic-3337-2015885065
18	2015003806	Agency	15264	$490,000 - $520,000	490000	520000	['AirConditioning', 'BuiltInWardrobes', 'Heating', 'Shed']	House	2.0	4.0	3	Melbourne Region	WERRIBEE	3030	81 Loyola Road, Werribee	-37.9116859	144.676208	Invest in the Future on the South-side!	<b></b><br />Charm meets modern on the South Side of Werribee! Located on the highly desirable South Side of Werribee, this beautifully presented home has a mixture of character and charm with a modern touch. The tiled floors flow throughout the common...	[]	81-loyola-road-werribee-vic-3030-2015003806
19	2015806490	Agency	8060	NA	NA	NA	[]	House	2.0	3.0	3	Melbourne Region	PATTERSON LAKES	3197	7 Cullen Court, Patterson Lakes	-38.07373	145.147018	Single Level in Court Position	"<b></b><br />This is your opportunity to enter into the Patterson Lakes property market.
Set on 560 m2 (approx.) this comfortable home has 3 bedrooms, 2 bathrooms, seperate living, open plan kitchen with dining leading out to undercover alfresco area ..."	['Under offer']	7-cullen-court-patterson-lakes-vic-3197-2015806490
20	2015889645	Agency	18903	$590,000 to $610,000	590000	610000	['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Bath', 'Heating', 'Dishwasher', 'SolarPanels']	House	2.0	3.0	5	Melbourne Region	ST LEONARDS	3223	27 Horne Avenue, St Leonards	-38.1813469	144.710983	The Great Australian Bayside Beauty	"<b></b><br />Location Location. Approx 350 metres stroll to the iconic St Leonards beach sits this fantastic 3 bedroom and 2 bathroom home.
Boating, fishing, and abundance of sporting clubs adorns this classic beach side town.  
this three bedroom so..."	[]	27-horne-avenue-st-leonards-vic-3223-2015889645
21	2015523977	Agency	28341	$589,000	589000		['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'SecureParking']	House	2.0	4.0	3	Northern Victoria	WODONGA	3690	42B Avondale Drive, Wodonga	-36.1489	146.863815	Quality Style & Views	<b></b><br />Impeccably appointed with top of the range fixtures and fittings is this immaculately presented family home. Sitting high on the hill and capturing incredible views of the city and mountains, you will enjoy the ambiance and style of the qu...	[]	42b-avondale-drive-wodonga-vic-3690-2015523977
22	2015825142	Agency	5797	NA	NA	NA	['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'SecureParking', 'Heating', 'Study']	House	2.0	4.0	3	Melbourne Region	MARSHALL	3216	20 St Cuthberts Court, Marshall	-38.19877	144.358856	Family Sized Entertainer	"<b></b><br />Under contract via Openn Negotiation! Contact David on 0412 646 009 for further information.

Cleverly designed with the larger family in mind with three spacious living zones and a massive entertaining area, this beautifully presented f..."	['Under offer']	20-st-cuthberts-court-marshall-vic-3216-2015825142
23	2015887360	Agency	30023	$565,000	565000		['AirConditioning', 'SecureParking', 'Heating', 'Dishwasher', 'Shed', 'BalconyDeck']	House	2.0	5.0	4	South Eastern Victoria	WARRAGUL	3820	46 Rangeview Street, Warragul	-38.1634636	145.947739	Huge Family Home & Fabulous Location	<b></b><br />Set within an established neighbourhood upon an approx. 822 m2 allotment and located just a short 1.2 km drive from the Warragul CBD and Train Station, this attractive 5 bedroom split level family home of generous proportions, is sure to i...	[]	46-rangeview-street-warragul-vic-3820-2015887360
24	2015476983	Agency	6983	$559,000	559000		['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'Heating']	House	2.0	4.0	3	Northern Victoria	KILLARA	3691	31 Riverside  Boulevard, Killara	-36.1373634	146.95015	RIVERSIDE ESTATE - Premier Residence	"<b></b><br />Above and beyond in ever popular Riverside Estate is this masterly crafted Superior Living display home which is now for sale. 
Set out on approx. 894m² allotment with a whole range of extras including  
* Ducted evaporative cooling
* D..."	[]	31-riverside-boulevard-killara-vic-3691-2015476983
25	2015841578	Agency	21719	CONTACT	CONTACT	CONTACT	['AirConditioning', 'Ensuite', 'Floorboards', 'SecureParking', 'AlarmSystem', 'Heating', 'Dishwasher']	House	2.0	4.0	3	Melbourne Region	POINT COOK	3030	18 Ambient Way, Point Cook	-37.90976	144.7729	Modern Lifestyle in Prime Location! 2018 Built	"<b></b><br />SRO confirmed $10,000 FHOG is applicable on this home.

Nestled in the heart of the popular Saltwater Coast Estate with every amenity close by, this beautifully presented family home offers an abundance of style, space and sophistication..."	[]	18-ambient-way-point-cook-vic-3030-2015841578
26	2015857116	Agency	29936	$545,000	545000		['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'AlarmSystem', 'Heating', 'Dishwasher', 'Study', 'FullyFenced', 'SolarPanels']	House	2.0	5.0	3	Melbourne Region	HARKNESS	3337	16 Murnong Mews, Harkness	-37.6579132	144.572632	Spacious Family Home at a Convenient Location!	<b></b><br />Stylish and surprisingly spacious over a generous 735m2 (approx.), this well-presented 5 bedroom, 2 bathroom, 3 living plus study family home is ready to occupy now! Cleverly configured with a flexible floor plan, you can enjoy the opportu...	[]	16-murnong-mews-harkness-vic-3337-2015857116
27	2015802163	Agency	32872	$545,000 to $595,000	545000	595000	['SecureParking']	House	2.0	4.0	4	Eastern Suburbs	MILLGROVE	3799	145 Wonga Road, Millgrove	-37.7489624	145.651123	OPEN CANCELLED! Summer Loving a stones throw from the Yarra River.	<b></b><br />If youre looking for a home that offers a lifestyle with calm surrounds and something for all the family, then look no further. Situated on a lovely flat block this 4 bedrooms, 2 bathroom home is warm and welcoming and features 2 separate ...	[]	145-wonga-road-millgrove-vic-3799-2015802163
28	2015805362	Agency	18179	$580,000	580000		['Ensuite', 'Heating', 'Shed']	House	2.0	4.0	3	Northern Victoria	STANLEY	3747	77-97 Pioneer Road, Stanley	-36.39774	146.752975	PICTURESQUE LIVING ON 20 ACRES!	<b></b><br />Much sought after and rarely found is this beautifully presented four bedroom family home on just under 20 acres on the fringe of the township of Stanley. Only minutes into Beechworth and nestled in an established garden setting, the home ...	[]	77-97-pioneer-road-stanley-vic-3747-2015805362
29	2015897184	Agency	29214	$540,000 - $580,000	540000	580000	['AirConditioning', 'BuiltInWardrobes', 'Floorboards', 'SecureParking', 'Gym', 'Heating']	House	2.0	3.0	6	Melbourne Region	WERRIBEE	3030	205 Princes Highway, Werribee	-37.88947	144.688812	A Family Favourite in a Wonderful Location	<b></b><br />A great opportunity to purchase this property situated in a prime location on Princes Highway, close to access freeway to Melbourne city can be redeveloped to suit various Commercial, Investment or Residential uses STCA. Fronting the main ...	['Auction Sat 14 Dec']	205-princes-highway-werribee-vic-3030-2015897184
30	2015518310	Agency	6983	$514,000	514000		['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Heating', 'Shed']	House	3.0	5.0	3	Northern Victoria	KILLARA	3691	20 Davenport  Street, Killara	-36.1389427	146.946884	RIVERSIDE ESTATE - Extravagance In Riverside	"<b></b><br />This beautiful quality built home has taken INDULGENCE to a new level.
This spacious modern designed home has it all. Luxurious master suite includes a spacious dressing room, with built in drawers and shelving.
Ensuite with great bench ..."	[]	20-davenport-street-killara-vic-3691-2015518310
31	2015853875	Agency	18278	$500,000 - $550,000	500000	550000	['Heating', 'Shed']	House	2.0	4.0	6	South Eastern Victoria	GARFIELD	3814	39 Garfield Road, Garfield	-38.0858879	145.674744	A Garfield Gem, Side Access and Huge Shedding	"<b></b><br />Quietly situated atop of Garfield Road this 4-bedroom family home ticks all the boxes and wont last in this dynamic market. With properties selling fast in this area, the inclusions list is extensive.

 4 spacious bedrooms with high ceil..."	[]	39-garfield-road-garfield-vic-3814-2015853875
32	2014926622	Agency	6983	$499,000	499000		['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Heating', 'Dishwasher', 'Study']	House	2.0	4.0	3	Northern Victoria	WODONGA	3690	6 Gaff  Court, Wodonga	-36.144455	146.86998	YARRALUMLA RISE - Size, Sophistication & Amazing Views	<b></b><br />This brick home showcases quality workmanship at the highest level as well as a well thought out floorplan that is absolutely perfect for families. Situated in one of Wodonga most prestigious estates which is close to shops, schools, parks...	[]	6-gaff-court-wodonga-vic-3690-2014926622
33	2015938718	Agency	28695	$550,000	550000		['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Heating', 'Dishwasher', 'Study', 'Shed']	House	2.0	3.0	4	Northern Victoria	WHITE HILLS	3550	13 Waterview Drive, White Hills	-36.7334976	144.295242	EASY-CARE & LIGHT-FILLED EXECUTIVE STYLE	<b></b><br />This contemporary, two-storey property is positioned on a quiet street in popular and picturesque Peppercorns Estate. Close to the Botanical garden and Lake Weeroona and walking distance to primary and secondary schools, shops, bus stops a...	['New']	13-waterview-drive-white-hills-vic-3550-2015938718
34	2015865551	Agency	28695	$599,000 - $629,000	599000	629000	['BuiltInWardrobes', 'Ensuite', 'Gas', 'Heating', 'Dishwasher', 'Shed', 'SolarPanels']	House	2.0	4.0	4	Northern Victoria	STRATHFIELDSAYE	3551	206 Sullivans Road, Strathfieldsaye	-36.7977829	144.372574	FAMILY ENTERTAINER ON GENEROUS ALLOTMENT	<b></b><br />Located in a popular pocket of Strathfieldsaye where spacious blocks offer easy access to all amenities, is this solid brick family home. Set back from the road, with an established garden including a stunning large Powton tree, the proper...	[]	206-sullivans-road-strathfieldsaye-vic-3551-2015865551
35	2015850791	Agency	32266	$580,000 - $600,000	580000	600000	['SecureParking', 'Shed']	House	2.0	4.0	7	South Western Victoria	SEBASTOPOL	3356	15 Valley View Court, Sebastopol	-37.60837	143.842743	Absolutely Breathtaking Views & Dual Occupancy Potential	"<b></b><br />A highly unique home set on over 3000sqm in residential Sebastopol, with dual occupancy potential, and some of the very best views across the valley that you will ever experience. 

 Four bedroom ranch style home, includes master bedroom..."	['Under offer']	15-valley-view-court-sebastopol-vic-3356-2015850791
36	2015821028	Agency	32300	$595,000	595000		['AirConditioning', 'Ensuite', 'SwimmingPool', 'Bath', 'Heating', 'Dishwasher', 'Shed']	House	2.0	4.0	4	South Eastern Victoria	GLENGARRY	3854	19-21 Bermingham Close, Glengarry	-38.1299973	146.56778	Escape To The Country	<b></b><br />Escape to the country and live the dream life raising the family in this 4 bedroom, 2 bathroom, 2 living area country style home with bull nose verandah. Hidden away on a large 1 (approx.) acre allotment this property also consists of a la...	[]	19-21-bermingham-close-glengarry-vic-3854-2015821028
37	2015855241	Agency	17899	$569,000	569000		['Ensuite', 'SecureParking', 'Bath']	House	2.0	4.0	3	South Western Victoria	MOUNT CLEAR	3350	17 Yarra Gum Place, Mount Clear	-37.6092224	143.875015	Urban Convenience in Bushland Setting.	"<b></b><br />Mount Clear, less than 5km to the south of the centre of Ballarat, has the feel of a semi-rural suburb and Yarra Gum Place is at the heart of this desirable areas green streets.  

Stepping inside this beautiful family home you are welco..."	[]	17-yarra-gum-place-mount-clear-vic-3350-2015855241
38	2015853975	Agency	28695	$530,000-$550,000	530000	550000	['BuiltInWardrobes', 'Ensuite', 'Heating', 'Dishwasher', 'TennisCourt', 'Shed']	House	2.0	4.0	5	Northern Victoria	BAGSHOT	3551	29 Clifton Road, Bagshot	-36.6810646	144.399429	SOLID BRICK HOME ON OVER 12 ACRES	<b></b><br />This solid brick family home sits over 12 acres of usable land midway between the amenities of Epsom and Axedale. Just over five minutes to Bendigo Golf Course, this property is located in a quiet street surrounded by the native bushland o...	[]	29-clifton-road-bagshot-vic-3551-2015853975
39	2015893815	Agency	4714	$529,000	529000		['SecureParking', 'NorthFacing']	House	2.0	3.0	6	Melbourne Region	COWES	3922	477 Settlement Road, Cowes	-38.4563	145.214264	Simply move in and enjoy	<b></b><br />Perfectly positioned with a rural outlook close to town and the beach this north facing home has been recently updated with all the hard work complete to just move in and enjoy. Suitable for the motor enthusiast, trades person, holiday mak...	[]	477-settlement-road-cowes-vic-3922-2015893815
40	2015815618	Agency	8642	$525,000 - $545,000	525000	545000	['AirConditioning', 'Ensuite', 'Floorboards', 'Dishwasher', 'Study', 'Shed', 'FullyFenced']	House	2.0	4.0	4	Northern Victoria	SHEPPARTON	3630	11 Breage Court, Shepparton	-36.373	145.4087	Private North Central Location!	<b></b><br />Privately located behind a remote control front gate and situated between Sutherland Avenue and Notre Dame College, this 1940s clinker brick residence has been cleverly transformed from its original floor plan into an ultra-modern free flo...	['Under offer']	11-breage-court-shepparton-vic-3630-2015815618
41	2015898370	Agency	32300	$525,000	525000		['AirConditioning', 'SecureParking', 'Bath', 'Heating', 'Dishwasher', 'Study', 'SolarPanels']	House	2.0	4.0	4	South Eastern Victoria	JEERALANG JUNCTION	3840	20 Evans Road, Jeeralang Junction	-38.3462219	146.41861	Idyllic Rural Living	"<b></b><br />Set amidst gorgeous country views, seemingly a world away from the hustle and bustle of life is this fantastic approx. 2.6 acre lifestyle property that rests peacefully in the charming rural hamlet of Jeeralang Junction.

Features Includ..."	[]	20-evans-road-jeeralang-junction-vic-3840-2015898370
42	2015890868	Agency	28695	$490,000 - $530,000	490000	530000	['BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Dishwasher', 'Study', 'Shed', 'OutdoorSpa']	House	2.0	4.0	3	Northern Victoria	KANGAROO FLAT	3555	16 Klim Avenue, Kangaroo Flat	-36.7884254	144.236343	PICTURE PERFECT CONTEMPORARY COTTAGE	<b></b><br />Set back from the road in a quiet street, this beautifully presented property is an easy walk to bus stops, playground, primary and secondary schools and close to the supermarket, banks, chemist and other amenities of Kangaroo Flat. Despit...	[]	16-klim-avenue-kangaroo-flat-vic-3555-2015890868
43	2015888108	Agency	20375	$490,000 - $525,000	490000	525000	['AirConditioning', 'BuiltInWardrobes', 'Heating', 'Shed']	House	2.0	4.0	3	Northern Victoria	KYNETON	3444	21 Beauchamp Street, Kyneton	-37.24348	144.461	THE PERFECT PACKAGE	"<b></b><br />Perfectly presented and set on approximately 620sqm this three bedroom home really is a great place to start your home ownership, investment or down size into. 

The spacious floor plan is flexible and allows plenty of scope for you to p..."	[]	21-beauchamp-street-kyneton-vic-3444-2015888108
44	2015942942	Agency	13677	$600,000 - $650,000	600000	650000	['AirConditioning', 'Ensuite', 'SecureParking', 'Heating', 'Dishwasher', 'FullyFenced']	House	2.0	3.0	3	Eastern Suburbs	LILYDALE	3140	49a Morokai Grove, Lilydale	-37.7488861	145.343048	SINGLE LEVEL SERENITY	"<b></b><br />At just 6 years young this beautifully presented home offers an easy, single level lifestyle with convenience, privacy and serenity.

With space where it matters most, there are two living areas that flow to the large backyard providing ..."	['New']	49a-morokai-grove-lilydale-vic-3140-2015942942
45	2015940237	Agency	17098	$580,000 - $625,000	580000	625000	['Ensuite', 'Gas', 'InternalLaundry', 'SecureParking', 'Heating', 'Dishwasher', 'Study', 'Shed']	House	2.0	3.0	4	Melbourne Region	CRANBOURNE EAST	3977	18 Starlight Rise, Cranbourne East	-38.09875	145.321976	Perfect Family Living	<b></b><br />If you are after an immaculate family home which is modern then look no further than this three bedroom home, located in the Cascades on Clyde Estate which will give you the opportunity to enjoy a comfortable lifestyle with extensive parkl...	['New']	18-starlight-rise-cranbourne-east-vic-3977-2015940237
46	2015147383	Agency	20054	$600,000-$650,000	600000	650000	['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Heating']	House	2.0	4.0	4	Melbourne Region	TARNEIT	3029	52 Garden View Drive, Tarneit	-37.8470879	144.712	Home with all convenience at your doorstep !!	"<b></b><br />Boasting immaculate upkeep and presentation both inside and out, offering everything a family could want, is this spectacular contemporary home sure to have your heart racing! 

On a generous 477m2 allotment this beauty is Comprising fou..."	[]	52-garden-view-drive-tarneit-vic-3029-2015147383
47	2014628117	Agency	22305	NA	NA	NA	['AirConditioning', 'BuiltInWardrobes', 'Ensuite', 'Gas', 'SecureParking', 'Heating', 'Study']	House	2.0	3.0	3	Melbourne Region	CRANBOURNE NORTH	3977	8 Blackberry Alley, Cranbourne North	-38.0782661	145.3186	Entertainers home	"<b></b><br />Private Sale

Price Guide: $600,000 - $660,000

Fall in love with the charm & character of this captivating 3 bedroom plus study entertainer's home in the most sought-after location of Cranbourne North. 8 Blackberry Ally sits on a larg..."	[]	8-blackberry-alley-cranbourne-north-vic-3977-2014628117
48	2015888937	Agency	29214	$600,000 - $650,000	600000	650000	['AirConditioning', 'BuiltInWardrobes', 'Floorboards', 'SecureParking', 'Heating', 'Dishwasher', 'Shed']	House	2.0	4.0	3	Melbourne Region	WERRIBEE	3030	98 Wattle Avenue, Werribee	-37.9030228	144.67955	2km walk to the Train Station & Town Centre. A Prize Package located on the South Side.	"<b></b><br />What a wonderful opportunity we have to present to the market! 

From the minute you walk through the front door you will be immediately astonished what this property has to offer. 

This 4-bedroom boasts stylish and originals features..."	[]	98-wattle-avenue-werribee-vic-3030-2015888937
49	2014742112	Agency	17501	$600,000 - $660,000	600000	660000	['BuiltInWardrobes', 'Floorboards', 'SecureParking']	House	2.0	3.0	3	Melbourne Region	NOBLE PARK	3174	85 Douglas Street, Noble Park	-37.9720039	145.182449	Superb Opportunity in Prime Location	<b></b><br />Quietly located and lovingly maintained, this truly is an incredible find in a tightly-held pocket of Noble Park. This flexible residence offers wonderful opportunities to both the savvy home buyers, prudent investors or even someone looki...	[]	85-douglas-street-noble-park-vic-3174-2014742112
50	2015896357	Agency	31174	NA	NA	NA	['Ensuite', 'Gas', 'Heating', 'Shed']	House	2.0	4.0	6	Melbourne Region	KURUNJANG	3337	2 Hyperno Court, Kurunjang	-37.6610146	144.5991	SLEEK FAMILY HOME WITH A SHED	"<b></b><br />Positioned in the highly sought after Thoroughbred Estate, within the exclusive catchment for zoned schooling, local shops and parklands, this stunning home is positioned on a large 763m2 (approx.) is awaiting one lucky family!

Boasting..."	['Under offer']	2-hyperno-court-kurunjang-vic-3337-2015896357
